municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Morro do Chapéu,Morro do Chapéu (Ventura) - PG-PR-10,Chapada Diamantina,RPGA do Rio Paraguaçu,-11.650911,-40.951765,342.0,2.25,3.5,4.0,8.75,7.75,9.5,23.5,13.5,31.0,77.5,3.75
Bonito,Bonito - PG-PR-11,Chapada Diamantina,RPGA do Rio Paraguaçu,-11.98993,-41.25429,362.5,44.5,18.25,30.0,40.75,53.0,60.5,84.5,76.5,42.0,112.75,20.0
Piatã,Piatã - CO-CL-04,Chapada Diamantina,RPGA do Rio de Contas,-13.164166,-41.770833,503.25,6.75,26.75,21.75,74.31,31.5,47.0,31.0,29.25,53.25,191.15,142.6
Itaberaba,Itaberaba (PC Ponte Rio Capivari) - 51326200,Chapada Diamantina,RPGA do Rio Paraguaçu,-12.51429,-39.93422,306.9,8.4,20.9,40.21,19.11,10.11,25.91,26.8,20.21,53.8,79.8,2.3
Palmeiras,Palmeiras - EBDA,Chapada Diamantina,RPGA do Rio Paraguaçu,-12.46799,-41.617801,555.0,0.0,0.0,7.5,0.0,5.0,19.0,38.5,29.0,71.0,111.5,49.0
Curaçá,Curaçá - A448,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.0013,-39.9124,297.2,41.0,20.2,12.4,24.8,2.41,3.2,0.2,0.8,0.0,3.41,11.8
Cipó,Cipó - 83192,Nordeste,RPGA do Rio Itapicuru,-11.083333,-38.516667,154.3,22.9,10.9,23.41,110.41,42.7,34.0,28.3,18.2,21.41,17.5,26.8
Jacobina,Jacobina - 83186,Nordeste,RPGA do Rio Itapicuru,-11.172778,-40.534167,328.1,40.6,9.0,19.6,41.9,11.3,17.7,50.0,25.3,32.8,69.4,6.3
Monte Santo,Monte Santo - 83090,Nordeste,RPGA do Rio Itapicuru,-10.4425,-39.331111,214.9,36.91,1.0,8.9,75.4,40.1,22.1,23.5,6.4,1.4,5.6,8.9
Serrinha,Serrinha - 83190,Nordeste,RPGA do Recôncavo Norte,-11.633333,-38.966667,253.6,50.5,2.4,32.8,99.61,43.31,45.31,34.7,28.9,14.8,110.2,35.1
Queimadas,Queimadas - A436,Nordeste,RPGA do Rio Itapicuru,-10.984645,-39.617009,245.4,19.8,4.4,26.2,36.8,22.41,18.6,36.0,9.0,7.0,31.0,32.8
Serrinha,Serrinha - A441,Nordeste,RPGA do Rio Paraguaçu,-11.664586,-39.022946,236.4,57.8,0.4,29.8,95.0,44.81,48.01,35.81,30.8,30.4,78.2,38.2
Ponto Novo,Ponto Novo - 50380000,Nordeste,RPGA do Rio Itapicuru,-10.845,-40.1128,253.6,29.6,5.4,15.0,24.4,30.0,12.0,24.6,6.0,4.4,43.81,6.2
Ipirá,Ipirá - PG-CL-02,Nordeste,RPGA do Rio Paraguaçu,-12.14986,-39.76454,165.0,4.25,7.5,14.0,2.5,24.0,21.0,53.75,29.0,55.75,20.5,43.5
Serrinha,Serrinha - RN-CL-02,Nordeste,RPGA do Recôncavo Norte,-11.648333,-38.982777,183.75,23.5,10.25,33.0,96.25,33.0,33.75,33.25,18.75,24.5,46.5,14.5
Pé de Serra,Pé de Serra - PG-PR-06,Nordeste,RPGA do Rio Paraguaçu,-11.833423,-39.623663,247.25,10.75,14.0,20.75,22.5,29.0,14.25,28.5,15.5,12.25,51.5,26.0
Jacobina,Jacobina (Tombador Araújo) - IT-PR-36,Nordeste,RPGA do Rio Itapicuru,-11.168677,-40.670642,355.0,19.0,3.0,16.5,42.75,8.5,11.75,39.5,15.5,32.0,81.75,8.0
Queimadas,Queimadas (Riacho da Onça) - IT-PR-15,Nordeste,RPGA do Rio Itapicuru,-11.24424,-39.790055,291.0,1.0,5.0,20.5,22.25,12.0,11.5,18.75,7.25,60.25,35.5,14.25
Nordestina,Nordestina (Açude Monteiro) - IT-PR-23,Nordeste,RPGA do Rio Itapicuru,-10.77645,-39.559491,302.75,29.25,8.25,11.5,39.25,36.25,14.75,13.25,5.5,4.75,5.0,18.25
Monte Santo,Monte Santo (Pedra Vermelha) - IT-PR-24,Nordeste,RPGA do Rio Itapicuru,-10.454497,-39.559488,243.75,32.0,6.5,6.5,55.25,10.5,15.0,6.5,3.0,2.0,4.5,18.0
Quijingue,Quijingue - IT-PR-25,Nordeste,RPGA do Rio Itapicuru,-10.783951,-39.20809,222.5,44.75,8.75,11.25,35.5,20.0,9.25,12.75,4.25,12.25,3.5,18.0
Quijingue,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,Nordeste,RPGA do Rio Itapicuru,-10.7105,-38.9227,156.0,15.5,12.25,7.75,69.0,22.5,13.25,10.25,5.5,5.0,0.5,9.5
Araci,Araci (Fazenda Laranjeiras III) - IT-PR-09,Nordeste,RPGA do Rio Itapicuru,-11.334248,-38.968638,177.75,14.5,8.0,30.5,93.0,38.25,13.25,14.0,10.0,22.25,31.75,45.5
Olindina,Olindina - IT-PR-11,Nordeste,RPGA do Rio Itapicuru,-11.343693,-38.318892,140.25,29.5,11.5,13.25,141.0,36.5,32.25,26.5,18.25,20.25,0.0,40.5
Ribeira do Amparo,Ribeira do Amparo (Boa Hora) - IT-PR-13,Nordeste,RPGA do Rio Itapicuru,-10.965,-38.5234,203.75,25.25,2.75,22.75,112.0,38.75,28.75,23.0,13.25,21.0,0.0,6.75
Jeremoabo,Jeremoabo - A450,Nordeste,RPGA do Rio Vaza-Barris,-10.0807,-38.3459,285.0,36.81,19.0,30.2,84.61,37.8,24.2,15.61,11.8,5.8,2.6,13.4
Juazeiro,Juazeiro (Malhada da Areia) - 291840702A,Norte,RPGA dos Rios Macururé e Curaçá,-9.44181,-40.51381,262.0,30.0,1.8,2.2,0.0,0.2,0.4,0.0,0.4,5.4,2.0,1.0
Juazeiro,Juazeiro (Maria Gorete) - 291840703A,Norte,RPGA dos Rios Macururé e Curaçá,-9.42014,-40.49909,261.2,23.6,5.6,4.2,0.6,0.0,1.0,0.61,0.0,6.4,1.0,1.6
Juazeiro,Juazeiro (João Paulo II) - 291840704A,Norte,RPGA dos Rios Macururé e Curaçá,-9.47067,-40.49805,281.4,26.0,5.4,2.6,0.2,0.4,0.4,0.8,0.8,20.8,14.6,1.2
Lapão,Lapão - 291915701A,Norte,RPGA dos Rios Verde e Jacaré,-11.38,-41.83,336.4,6.81,0.0,0.0,6.0,0.2,0.4,1.0,9.8,25.0,73.2,36.2
Remanso,Remanso - 82979,Norte,RPGA do Lago de Sobradinho,-9.633333,-42.1,398.5,45.0,7.3,0.0,10.0,0.0,0.0,0.0,13.5,12.11,105.9,9.8
Umburanas,Umburanas (Delfino) - A443,Norte,RPGA do Rio Salitre,-10.45492,-41.206996,320.0,43.2,0.0,0.8,22.0,6.8,2.61,4.2,11.0,7.81,90.81,41.6
Casa Nova,Casa Nova - Faz. Santa Felicidade,Norte,RPGA do Lago de Sobradinho,-9.333333,-40.8,371.17,16.6,4.3,2.8,0.25,0.25,0.0,0.76,0.0,2.7,11.65,10.4
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,313.75,24.75,1.0,0.0,9.75,0.25,0.25,8.0,12.0,51.25,47.5,9.0
Olho D'Água,Olho D'Água,Norte,RPGA do Rio Salitre,-10.700331,-40.601468,200.6,7.81,117.4,3.8,34.2,29.4,10.8,13.8,7.41,19.6,87.0,5.0
Barreiras,Barreiras (Form. Rio Preto) - 46550000,Oeste,RPGA do Rio Grande,-11.154444,-45.009166,588.1,10.9,79.2,9.1,3.6,5.2,0.0,0.0,18.6,90.9,85.8,119.2
Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3344,-44.6208,614.6,1.4,28.21,0.0,0.0,11.7,0.0,0.0,11.2,59.3,272.1,56.9
Barreiras,Barreiras - A402,Oeste,RPGA do Rio Grande,-12.124715,-45.027049,590.2,6.8,52.01,12.01,0.6,0.2,0.0,0.2,17.2,77.81,122.0,117.2
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,605.5,29.75,157.75,109.25,0.0,0.25,0.0,0.0,57.75,33.0,184.5,105.0
Cruz das Almas,Cruz das Almas - A406,Recôncavo,RPGA do Rio Paraguaçu,-12.675422,-39.08958,165.0,48.01,45.8,67.01,145.8,76.4,78.41,140.0,66.81,59.01,33.21,55.61
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,123.7,15.1,29.91,78.6,138.4,72.5,44.0,76.4,93.1,53.3,73.9,48.6
Feira de Santana,Feira de Santana - 83221,Recôncavo,RPGA do Recôncavo Norte,-12.196111,-38.967222,235.41,43.01,12.21,23.41,61.4,55.8,44.9,29.8,33.51,14.71,7.0,7.6
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,149.6,18.2,49.0,65.61,44.6,32.2,107.4,138.01,59.61,55.41,66.81,31.21
Valença,Valença - A444,Recôncavo,RPGA do Recôncavo Sul,-13.34361,-39.12667,255.4,80.61,127.61,113.01,152.6,93.8,198.4,382.8,145.21,159.2,105.4,78.01
Mata de São João,Mata de São João - ETA - Embasa,Recôncavo,RPGA do Recôncavo Norte,-12.394946,-37.934649,51.7,40.7,1.3,137.4,167.21,105.11,12.8,2.8,38.6,22.9,5.81,18.3
Simões Filho,Simões Filho (Joanes II) - 322,Recôncavo,RPGA do Recôncavo Norte,-12.674147,-38.376254,102.8,35.0,31.41,39.4,198.5,160.1,80.5,126.9,145.9,35.1,177.0,61.91
Camaçari,Camaçari (Santa Helena) - 323,Recôncavo,RPGA do Recôncavo Norte,-12.56202,-38.1606,73.2,81.21,54.0,61.5,178.8,224.2,59.1,167.8,137.8,37.5,125.1,52.41
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,162.5,40.51,65.5,68.7,242.21,126.2,91.5,180.9,122.31,74.7,54.5,53.31
Feira de Santana,Feira de Santana - PG-PR-13,Recôncavo,RPGA do Rio Paraguaçu,-12.268161,-38.96642,225.75,32.75,2.5,31.5,51.25,70.25,27.25,34.0,59.0,11.0,27.0,15.25
Itatim,Itatim - PG-PR-14,Recôncavo,RPGA do Rio Paraguaçu,-12.720391,-39.700059,137.5,14.75,7.25,23.75,13.75,7.25,24.5,24.75,15.0,19.5,14.0,3.0
Salvador,Salvador (Federação) - 292740803A,Recôncavo,RPGA do Recôncavo Norte,-13.000791,-38.511056,139.61,29.9,85.4,74.5,256.5,126.81,84.8,171.41,107.81,75.11,51.8,43.4
Salvador,Salvador (Nova Esperança) - 292740818A,Recôncavo,RPGA do Recôncavo Norte,-12.861,-38.368,118.8,51.1,70.9,75.1,225.3,151.2,115.0,144.0,114.6,54.3,108.1,50.9
Salvador,Salvador (Alto do Peru) - 292740812A,Recôncavo,RPGA do Recôncavo Norte,-12.939122,-38.486334,182.1,54.31,61.4,81.8,213.7,113.8,106.6,215.8,97.4,56.6,96.4,27.1
Salvador,Salvador (Pirajá) - 292740801A,Recôncavo,RPGA do Recôncavo Norte,-12.8994,-38.458833,67.91,14.0,39.0,123.1,221.9,186.9,120.21,181.5,99.71,36.2,122.2,100.11
Salvador,Salvador (Rio Sena) - 292740805A,Recôncavo,RPGA do Recôncavo Norte,-12.891344,-38.470778,143.71,19.41,56.0,112.61,214.8,180.9,109.81,177.7,92.71,45.6,121.3,126.31
Lauro de Freitas,Lauro de Freitas (Itinga) - 291920703A,Recôncavo,RPGA do Recôncavo Norte,-12.892,-38.336,120.5,117.3,73.6,76.0,289.7,143.6,108.3,150.8,92.91,53.8,165.3,45.01
Rafael Jambeiro,Rafael Jambeiro (PC Fazenda Jurema) - 51346050,Recôncavo,RPGA do Rio Paraguaçu,-12.4881,-39.6981,336.5,10.9,16.1,25.21,38.6,34.91,63.41,74.9,32.0,13.4,60.9,4.7
Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,Recôncavo,RPGA do Rio Paraguaçu,-12.5867,-39.5217,222.61,7.2,15.2,22.2,26.8,10.4,20.81,26.6,16.6,15.51,14.8,18.31
Espinheira,Espinheira,Sudoeste,RPGA do Rio de Contas,-14.283478,-41.75792,392.25,0.0,3.25,0.0,0.0,0.5,5.0,3.75,22.75,14.25,74.75,48.25
Itiruçu,Itiruçu - A407,Sudoeste,RPGA do Recôncavo Sul,-13.52629,-40.12055,197.2,18.6,13.2,29.0,29.8,59.0,62.01,71.0,46.0,50.61,38.4,94.0
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,216.21,3.81,20.6,8.4,5.2,18.6,32.2,28.0,53.4,23.2,121.81,111.2
Vitória da Conquista,Vitória da Conquista - 83344,Sudoeste,RPGA do Rio Pardo,-14.883333,-40.8,215.21,1.91,18.41,7.8,4.2,18.3,30.8,28.7,58.3,22.1,114.8,112.1
Ipiaú,Ipiaú - A445,Sudoeste,RPGA do Rio de Contas,-14.171304,-39.692502,193.21,13.0,32.2,63.01,25.0,90.4,98.01,83.6,61.01,87.61,135.21,36.6
Itapetinga,Itapetinga - A446,Sudoeste,RPGA do Rio Pardo,-15.24462,-40.22955,194.8,1.6,9.4,30.01,23.2,27.81,43.2,33.4,16.0,131.61,102.6,57.01
Anagé,Anagé - CO-CL-01,Sudoeste,RPGA do Rio de Contas,-14.618055,-41.149722,409.5,11.25,13.0,2.5,0.0,0.0,3.75,4.0,11.5,10.5,84.0,72.25
Itapetinga,Itapetinga (Clerolândia) - 291640101A,Sudoeste,RPGA do Rio Pardo,-15.243,-40.221,230.8,2.41,10.2,31.71,18.6,31.0,40.21,26.1,16.21,151.5,93.1,52.41
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,204.75,13.0,20.5,26.5,16.75,58.0,53.75,60.75,38.0,41.75,55.5,28.8
Jequié,Jequié - CO-CL-03,Sudoeste,RPGA do Rio de Contas,-13.873055,-40.071944,196.25,5.75,23.25,30.25,5.75,21.75,20.25,17.25,68.25,41.25,28.75,12.0
Jucuruçu,Jucuruçu (PCH Cach. da Lixa M) - 55354000,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.06703,-40.068619,536.7,5.5,89.5,84.5,205.0,180.5,294.5,233.3,135.0,461.91,207.0,496.1
Ilhéus,Ilhéus - A410,Sul,RPGA do Leste,-14.658803,-39.181438,130.0,41.2,103.61,119.8,53.81,81.4,163.81,200.81,98.41,179.6,169.8,55.01
Caravelas,Caravelas - 83498,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.739167,-39.258333,182.5,0.4,22.6,49.6,125.01,54.7,86.81,62.5,20.6,78.4,175.0,84.3
Guaratinga,Guaratinga - 83446,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.58,-39.78,340.1,0.0,44.41,12.7,18.0,13.61,112.7,48.4,37.6,183.11,236.5,124.8
Ilhéus,Ilhéus (CPLAC) - LE-CL-01,Sul,RPGA do Leste,-14.80184,-39.181444,154.0,70.71,70.3,4.25,2.25,0.5,7.5,2.5,69.75,350.5,174.7,145.7
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,191.25,3.25,54.25,26.25,49.41,28.2,50.25,34.25,29.75,40.75,167.5,81.25
Ilhéus,Ilhéus (Malhado) - 291360602A,Sul,RPGA do Leste,-14.789158,-39.048858,152.9,56.2,105.01,104.51,79.0,76.11,152.4,183.6,73.8,208.7,165.3,47.51
Santa Cruz Cabrália,Santa Cruz Cabrália (BR367km4) - 292770501A,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.321,-39.023,112.7,1.0,38.31,47.51,98.4,93.35,130.9,114.91,146.1,124.01,188.8,35.9
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,357.0,8.7,0.1,0.0,0.0,5.0,0.0,0.0,3.0,23.3,130.7,63.5
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,401.0,14.0,0.0,0.6,0.2,10.9,5.3,5.3,3.6,7.71,209.4,63.2
Santa Rita de Cássia,Santa Rita de Cássia - 83076,São Francisco,RPGA do Rio Grande,-11.016667,-44.516667,827.7,33.8,31.5,0.3,0.0,0.0,0.0,0.0,17.41,28.9,132.2,179.5
Barra,Barra - A429,São Francisco,RPGA do Rio Grande,-11.084858,-43.138998,495.0,24.0,24.8,5.8,8.8,0.0,0.0,0.0,24.0,23.8,154.0,108.2
