municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Jacobina,Jacobina (Itapeipu) - IT-PR-34,Nordeste,RPGA do Rio Itapicuru,-11.315629,-40.356742,16.0,55.0,80.25,175.0,177.5,28.5,41.75,21.0,13.25,13.5,173.5,57.75
Jacobina,Jacobina (Tombador Araújo) - IT-PR-36,Nordeste,RPGA do Rio Itapicuru,-11.168677,-40.670642,2.25,55.75,51.0,70.0,57.25,29.0,28.25,13.5,9.5,6.25,180.25,118.0
Conceição do Coité,Conceição do Coité - IT-PR-14,Nordeste,RPGA do Rio Itapicuru,-11.526752,-39.313095,25.0,25.25,69.75,22.75,25.25,20.5,57.0,18.5,10.5,11.5,55.25,26.75
Queimadas,Queimadas (Riacho da Onça) - IT-PR-15,Nordeste,RPGA do Rio Itapicuru,-11.24424,-39.790055,4.0,7.25,51.25,145.0,47.5,15.75,63.5,13.5,8.5,3.5,49.0,168.5
Santaluz,Santaluz - IT-PR-17,Nordeste,RPGA do Rio Itapicuru,-11.24831,-39.37563,1.5,24.5,24.0,87.0,31.5,26.75,46.5,21.5,4.75,8.0,40.75,60.25
Nordestina,Nordestina (Açude Monteiro) - IT-PR-23,Nordeste,RPGA do Rio Itapicuru,-10.77645,-39.559491,2.75,46.75,21.0,96.25,36.25,52.25,108.75,36.75,14.75,24.25,114.5,134.25
Quijingue,Quijingue - IT-PR-25,Nordeste,RPGA do Rio Itapicuru,-10.783951,-39.20809,2.25,9.75,64.5,29.75,22.75,32.75,50.5,22.25,22.25,14.75,58.5,26.5
Conde,Conde - IT-PR-31,Nordeste,RPGA do Rio Itapicuru,-11.813434,-37.616927,36.75,102.25,157.75,183.75,123.5,219.0,201.0,87.25,86.75,119.25,166.75,77.5
Ribeira do Pombal,Ribeira do Pombal (Curral Falso) - IT-PR-01,Nordeste,RPGA do Rio Itapicuru,-10.697843,-38.5714,4.75,24.5,35.75,26.5,67.75,73.25,84.5,48.0,10.75,45.25,104.25,39.5
Ribeira do Pombal,Ribeira do Pombal - IT-PR-04,Nordeste,RPGA do Rio Itapicuru,-10.823399,-38.545844,5.0,31.0,48.5,57.75,53.25,77.0,92.25,60.25,25.75,45.25,79.5,35.75
Quijingue,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,Nordeste,RPGA do Rio Itapicuru,-10.7105,-38.9227,6.25,1.5,24.0,35.25,33.75,41.5,62.75,32.25,10.75,27.0,72.25,18.5
Itapicuru,Itapicuru - IT-PR-12,Nordeste,RPGA do Rio Itapicuru,-11.321193,-38.225003,7.0,40.5,54.0,58.5,63.5,71.5,109.5,47.75,24.25,37.5,56.75,6.5
Irecê,Irecê - 83182,Norte,RPGA dos Rios Verde e Jacaré,-11.3,-41.866667,0.7,18.71,18.8,120.31,11.0,0.4,1.4,0.0,0.0,17.7,119.9,65.7
Remanso,Remanso - 82979,Norte,RPGA do Lago de Sobradinho,-9.633333,-42.1,0.0,68.2,75.4,173.71,0.4,0.0,3.2,3.6,0.0,0.0,61.8,151.0
Umburanas,Umburanas (Delfino) - A443,Norte,RPGA do Rio Salitre,-10.45492,-41.206996,1.0,3.01,9.21,42.4,41.4,12.6,37.6,13.2,7.2,2.4,81.4,85.2
Juazeiro,Juazeiro - 48020000,Norte,RPGA dos Rios Macururé e Curaçá,-9.4064,-40.5036,49.2,29.0,1.0,210.3,2.0,0.0,17.8,1.8,6.4,0.0,155.8,40.2
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,1.75,32.5,28.5,38.0,12.5,0.25,0.0,0.0,0.0,22.75,156.25,122.5
Jaguarari,Jaguarari - IT-PR-28,Norte,RPGA do Rio Itapicuru,-10.269489,-40.200344,2.5,37.5,11.75,135.25,28.25,37.0,86.25,26.0,25.0,23.25,82.5,42.75
Barreiras,Barreiras (Form. Rio Preto) - 46550000,Oeste,RPGA do Rio Grande,-11.154444,-45.009166,28.7,122.4,94.31,97.8,1.8,0.0,0.0,0.0,6.9,24.91,149.01,285.4
Formosa do Rio Preto,Formosa do Rio Preto (COACERAL) - GR-CL-02,Oeste,RPGA do Rio Grande,-10.561944,-45.693333,31.0,184.0,268.0,86.0,46.5,0.0,0.0,0.0,0.25,19.25,229.5,276.75
Barreiras,Barreiras - A402,Oeste,RPGA do Rio Grande,-12.124715,-45.027049,28.0,117.81,124.61,104.2,5.2,2.6,0.0,0.0,2.0,27.6,166.0,211.8
Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,Oeste,RPGA do Rio Grande,-12.152394,-45.829745,31.2,91.21,240.4,0.8,7.81,0.0,0.0,0.0,2.0,48.0,174.2,180.4
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,22.75,80.0,55.2,134.5,25.0,0.0,0.0,0.0,0.0,81.5,253.25,326.0
Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Evandro) - GR-PR-01,Oeste,RPGA do Rio Grande,-10.600581,-45.822752,14.8,222.0,179.8,318.41,19.8,0.0,0.0,0.6,1.2,27.41,126.8,304.21
Formosa do Rio Preto,Formosa do Rio Preto (Barra do Tapuio) - GR-PR-02,Oeste,RPGA do Rio Grande,-11.09476,-45.950259,49.8,151.0,116.61,93.81,16.6,0.4,0.0,0.0,5.0,72.8,280.0,187.0
Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Mingore) - GR-PR-03,Oeste,RPGA do Rio Grande,-11.043367,-46.296104,50.8,169.0,148.0,110.01,83.4,0.0,0.2,0.4,10.4,58.8,235.81,98.41
Formosa do Rio Preto,Formosa do Rio Preto (Garganta) - GR-PR-04,Oeste,RPGA do Rio Grande,-11.384764,-46.505001,96.0,224.0,197.8,111.21,24.2,0.0,0.0,0.0,27.8,117.0,175.8,260.0
Fazenda Rio Brilhante,Fazenda Rio Brilhante,Oeste,RPGA do Rio Grande,-12.802859,-45.729985,70.2,243.4,154.2,109.8,24.81,0.0,0.0,0.0,1.0,34.4,156.8,170.0
Fazenda Buritis,Fazenda Buritis,Oeste,RPGA do Rio Grande,-12.643967,-45.453029,69.8,247.8,167.81,39.2,4.0,0.0,0.0,0.0,0.61,32.81,40.0,198.61
Arrojolândia,Arrojolândia,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.741772,-45.466093,18.2,84.01,184.4,26.2,2.6,8.6,0.0,0.0,0.0,47.0,303.6,163.0
Correntina,Correntina (Rosário) - CT-PR-03,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.940105,-46.188064,116.0,97.41,283.6,54.6,40.81,3.61,8.2,65.0,12.6,71.2,320.4,128.4
Fazenda Cachoeirinha,Fazenda Cachoeirinha,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-14.389284,-45.840279,36.41,93.2,176.8,115.81,0.8,0.8,0.0,0.0,0.8,89.2,223.8,165.21
Projeto Alto Formoso,Projeto Alto Formoso,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-14.260954,-45.27887,46.0,75.0,128.8,64.6,16.6,0.0,0.0,0.0,0.8,36.6,272.4,135.0
Cocos,Cocos (Ponte do Itaguari) - CA-PR-02,Oeste,RPGA do Rio Carinhanha,-14.234011,-44.626902,0.8,72.61,110.41,38.0,1.2,3.0,0.0,0.0,0.0,58.6,193.4,141.4
Correntina,Correntina - A416,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.332386,-44.617376,29.8,94.4,118.6,63.4,14.21,0.0,0.0,0.0,0.0,17.6,178.8,117.4
Correntina,Correntina (Arrojado) - 45770000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.4528,-44.5689,0.8,59.61,57.6,43.6,0.8,0.2,0.0,0.0,0.0,40.0,87.4,103.21
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,48.31,142.7,128.8,107.11,247.21,240.61,198.9,60.2,92.7,27.71,59.0,194.2
Itatim,Itatim - PG-PR-14,Recôncavo,RPGA do Rio Paraguaçu,-12.720391,-39.700059,23.75,68.75,40.75,11.5,19.25,50.75,18.25,5.5,19.5,2.25,38.75,152.5
Cruz das Almas,Cruz das Almas - A406,Recôncavo,RPGA do Rio Paraguaçu,-12.675422,-39.08958,29.6,125.8,78.4,72.21,161.2,84.01,198.61,80.8,80.81,26.2,35.8,58.2
Salvador,Salvador - Canabrava,Recôncavo,RPGA do Recôncavo Norte,-12.924122,-38.429942,41.41,180.61,140.0,135.3,274.01,148.4,173.21,106.7,98.1,34.6,71.6,191.5
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,21.0,99.7,36.4,74.4,129.9,133.7,160.5,119.41,71.3,72.3,42.3,38.4
Cruz das Almas,Cruz das Almas - 83222,Recôncavo,RPGA do Rio Paraguaçu,-12.666667,-39.083333,32.31,133.6,82.8,76.2,174.1,83.3,219.6,78.21,88.61,28.21,33.1,58.1
Feira de Santana,Feira de Santana - 83221,Recôncavo,RPGA do Recôncavo Norte,-12.196111,-38.967222,19.4,41.6,24.1,19.6,98.9,69.81,122.3,57.1,26.41,54.2,27.6,109.4
Valença,Valença - A444,Recôncavo,RPGA do Recôncavo Sul,-13.34361,-39.12667,127.81,253.6,276.4,104.81,188.2,156.6,247.41,149.6,180.4,27.21,77.2,340.8
Candeias,Candeias - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.663561,-38.533,36.2,95.9,42.5,136.7,198.9,101.51,148.5,114.7,95.1,42.2,67.0,32.6
São Sebastião do Passé-EMBASA,São Sebastião do Passé-EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.517449,-38.492165,33.5,132.0,39.2,90.6,133.6,101.9,220.89,132.6,88.6,8.8,27.0,42.91
Salvador,Salvador (Centro) - 292740802A,Recôncavo,RPGA do Recôncavo Norte,-12.97821,-38.515945,60.1,153.71,213.1,238.7,260.4,192.0,198.51,77.4,100.8,20.1,71.11,161.7
Salvador,Salvador (São tomé de Paripe) - 292740806A,Recôncavo,RPGA do Recôncavo Norte,-12.795508,-38.489389,50.81,118.4,85.51,100.23,250.5,101.7,64.61,118.1,64.1,47.7,54.8,101.3
Salvador,Salvador (Cabula) - 292740810A,Recôncavo,RPGA do Recôncavo Norte,-12.961347,-38.460778,66.5,129.0,179.1,181.33,312.8,142.1,204.6,91.11,115.31,23.9,81.5,157.8
Salvador,Salvador - Itapuã - RN-CL-01,Recôncavo,RPGA do Recôncavo Norte,-12.931388,-38.361111,47.31,169.3,147.4,118.8,252.9,145.8,157.5,97.1,83.8,32.6,70.1,167.3
Muritiba,Muritiba - PG-PR-12,Recôncavo,RPGA do Rio Paraguaçu,-12.617895,-39.005591,36.0,88.75,91.25,35.75,165.25,91.75,222.0,69.25,110.0,61.25,48.75,65.25
Espinheira,Espinheira,Sudoeste,RPGA do Rio de Contas,-14.283478,-41.75792,5.25,20.5,70.0,35.25,5.0,20.5,0.0,0.0,1.75,53.5,228.0,113.0
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,32.0,108.25,58.5,18.0,54.25,60.5,155.25,47.75,44.25,8.75,111.25,138.5
Jequié,Jequié - CO-CL-03,Sudoeste,RPGA do Rio de Contas,-13.873055,-40.071944,64.0,71.0,47.0,19.5,20.25,40.5,24.5,6.75,22.6,54.2,125.51,191.75
Vitória da Conquista,Vitória da Conquista - PA-CL-01,Sudoeste,RPGA do Rio Pardo,-14.886111,-40.800833,54.75,27.0,33.75,29.25,14.25,38.25,22.75,6.5,3.25,48.75,199.5,169.5
Itiruçu,Itiruçu - A407,Sudoeste,RPGA do Recôncavo Sul,-13.52629,-40.12055,71.0,93.4,54.81,94.2,80.0,47.4,136.61,31.0,29.4,13.61,157.2,171.4
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,60.4,32.21,39.4,30.0,16.0,40.0,28.41,5.01,5.0,48.6,199.21,167.2
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,6.5,5.8,100.9,71.61,2.8,7.31,13.0,0.0,4.1,79.1,154.6,216.5
Vitória da Conquista,Vitória da Conquista - 83344,Sudoeste,RPGA do Rio Pardo,-14.883333,-40.8,59.01,30.2,37.1,29.01,15.6,38.21,25.9,4.8,5.1,50.5,207.0,167.0
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,9.2,4.0,33.41,29.4,7.4,57.41,7.6,0.2,5.0,76.61,176.0,233.4
Ipiaú,Ipiaú - A445,Sudoeste,RPGA do Rio de Contas,-14.171304,-39.692502,39.41,0.61,6.4,24.6,60.2,118.41,102.4,31.4,22.2,37.8,195.2,323.0
Itapetinga,Itapetinga - A446,Sudoeste,RPGA do Rio Pardo,-15.24462,-40.22955,46.21,34.41,118.6,17.8,31.4,57.2,58.8,9.4,9.8,72.8,94.8,77.4
Anagé,Anagé - CO-CL-01,Sudoeste,RPGA do Rio de Contas,-14.618055,-41.149722,11.25,7.75,39.25,15.5,2.0,9.0,10.0,0.25,1.5,40.4,132.5,140.05
Ilhéus,Ilhéus - A410,Sul,RPGA do Leste,-14.658803,-39.181438,257.8,173.6,264.6,51.61,93.21,211.61,292.01,48.6,102.81,75.01,203.8,43.01
Canavieiras,Canavieiras - 83398,Sul,RPGA do Rio Pardo,-15.666667,-38.95,191.31,164.1,287.8,100.6,126.6,218.5,248.5,25.7,43.31,170.6,172.0,159.9
Caravelas,Caravelas - 83498,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.739167,-39.258333,65.1,79.5,185.8,92.0,64.1,256.2,206.7,49.2,6.6,169.51,168.3,58.81
Guaratinga,Guaratinga - 83446,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.58,-39.78,69.2,71.91,102.0,54.4,41.4,121.01,143.11,18.3,20.91,127.1,116.21,118.81
Una,Una - A437,Sul,RPGA do Leste,-15.280215,-39.09127,142.21,146.6,265.41,52.81,125.21,0.0,0.0,0.0,64.4,82.0,141.21,382.8
Belmonte,Belmonte - A447,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.08487,-39.21726,125.41,97.4,103.2,111.21,73.81,190.2,157.61,40.4,24.8,164.2,165.0,166.0
Ilhéus,Ilhéus (CPLAC) - LE-CL-01,Sul,RPGA do Leste,-14.80184,-39.181444,89.61,118.85,218.25,25.0,105.25,167.25,275.0,34.5,78.5,108.75,150.25,331.5
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,156.5,75.85,52.7,43.3,49.71,31.1,94.65,41.0,7.0,117.5,74.8,67.0
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,12.0,35.2,94.01,40.0,4.5,3.6,0.0,0.0,0.0,29.3,232.3,117.9
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,10.21,32.6,39.6,29.4,14.2,18.6,9.71,1.0,1.0,63.6,158.71,182.4
Santa Rita de Cássia,Santa Rita de Cássia - 83076,São Francisco,RPGA do Rio Grande,-11.016667,-44.516667,12.3,48.3,130.6,75.9,8.6,3.9,0.0,0.0,0.0,36.6,216.8,175.9
Buritirama,Buritirama - A432,São Francisco,RPGA do Rio Grande,-10.722925,-43.651203,17.8,75.0,79.21,141.8,0.4,1.0,0.0,0.0,0.0,2.41,81.2,128.61
Ibotirama,Ibotirama - A439,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.19306,-43.21342,4.81,36.2,101.4,95.6,28.6,1.0,0.0,0.0,0.0,55.2,194.0,188.81
Mansidão,Mansidão (Fz.P. Limpo) - 46870000,São Francisco,RPGA do Rio Grande,-11.236845,-43.950633,0.0,66.2,149.6,42.8,26.6,0.0,0.0,0.0,0.0,9.2,177.0,181.6
Caetité,Caetité - CD-CL-01,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.96659,-42.60482,30.41,26.7,26.3,55.25,4.25,9.75,0.0,0.0,0.0,38.0,300.1,122.8
