municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Senhor do Bonfim,Senhor do Bonfim (Carrapichel) - IT-PR-37,Nordeste,RPGA do Rio Itapicuru,-10.388101,-40.220067,14.0,109.21,115.6,33.2,13.8,104.4,91.0,49.41,18.0,68.8,14.4,51.8
Cansanção,Cansanção (Ambrósio) - IT-PR-19,Nordeste,RPGA do Rio Itapicuru,-10.986458,-39.237813,11.2,14.2,79.2,26.8,5.41,60.21,48.61,28.6,14.21,17.0,9.6,26.6
Jeremoabo,Jeremoabo - A450,Nordeste,RPGA do Rio Vaza-Barris,-10.0807,-38.3459,3.6,9.8,156.0,3.41,44.0,116.41,94.0,52.81,22.2,4.61,0.6,0.8
Remanso,Remanso - 82979,Norte,RPGA do Lago de Sobradinho,-9.633333,-42.1,0.0,95.3,106.8,40.7,0.7,0.0,0.0,0.0,0.0,0.0,9.2,16.9
Umburanas,Umburanas (Delfino) - A443,Norte,RPGA do Rio Salitre,-10.45492,-41.206996,2.2,88.61,75.6,34.81,1.4,15.61,7.41,9.2,5.2,13.6,2.6,46.4
Irecê,Irecê - A424,Norte,RPGA dos Rios Verde e Jacaré,-11.328998,-41.864504,25.4,41.61,123.4,71.61,11.0,0.8,8.2,1.2,2.6,34.6,16.4,25.6
Várzea Nova,Várzea Nova - SA-CL-02,Norte,RPGA do Rio Salitre,-11.23996,-40.935618,1.8,76.4,50.8,26.6,4.0,4.81,4.0,3.41,8.8,0.4,2.81,80.4
Juazeiro,Juazeiro (CODEVASF Salitre) - MC-CL-01,Norte,RPGA dos Rios Macururé e Curaçá,-9.48778,-40.61333,17.5,104.8,60.2,43.8,4.2,4.2,1.0,2.6,2.41,6.2,3.8,27.6
Campo Formoso,Campo Formoso - IT-CL-02,Norte,RPGA do Rio Itapicuru,-10.47062,-40.33412,9.0,54.4,72.0,72.61,21.2,143.21,114.61,77.0,29.4,39.8,21.2,48.81
Sento Sé,Sento Sé - SO-CL-01,Norte,RPGA do Lago de Sobradinho,-9.78228,-41.81872,4.8,142.8,51.81,48.81,21.4,1.0,0.0,0.2,0.0,0.2,15.0,32.4
Itaguaçu da Bahia,Itaguaçu da Bahia - VJ-CL-03,Norte,RPGA dos Rios Verde e Jacaré,-10.9549,-42.3465,0.0,8.6,57.61,120.6,7.8,0.0,2.0,0.6,0.4,9.2,16.8,28.8
Ibipeba,Ibipeba - VJ-CL-02,Norte,RPGA dos Rios Verde e Jacaré,-11.62667,-42.06444,13.2,78.01,99.8,129.4,3.0,2.21,5.01,6.6,0.2,14.4,28.01,12.61
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,48.25,46.15,142.45,44.5,0.75,0.31,17.25,4.75,0.0,21.9,28.5,30.1
Formosa do Rio Preto,Formosa do Rio Preto - A452,Oeste,RPGA do Rio Grande,-11.052163,-45.200769,48.6,214.8,238.0,96.4,50.0,0.0,3.2,0.0,2.6,20.2,25.21,47.41
Barreiras,Barreiras (Nova Vida Montante) - 46590000,Oeste,RPGA do Rio Grande,-11.867963,-45.084552,50.2,216.6,379.61,33.2,29.8,0.0,13.4,0.6,0.0,32.2,53.2,55.0
Correntina,Correntina - A416,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.332386,-44.617376,6.0,93.6,245.21,71.6,15.0,0.6,0.0,0.0,9.6,45.4,91.0,96.0
Cocos,Cocos (Fazenda Santa Luzia) - CA-CL-01,Oeste,RPGA do Rio Carinhanha,-14.85528,-45.93583,94.4,260.4,312.8,138.8,18.6,0.2,0.0,0.0,25.8,170.0,116.61,29.4
Jaborandi,Jaborandi (Fazenda Porta do Céu) - CT-CL-02,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-14.11621,-45.84417,59.6,17.4,54.8,72.2,46.0,0.0,0.0,0.0,11.0,38.81,124.61,104.81
Correntina,Correntina (Fazenda Morinaga) - CT-CL-01,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.75194,-45.87028,10.8,4.81,12.2,1.0,16.41,0.0,0.0,0.8,36.2,46.4,97.01,223.01
Riachão das Neves,Riachão das Neves (Fazenda Madras) - GR-CL-04,Oeste,RPGA do Rio Grande,-11.63028,-44.84556,14.4,103.4,348.0,23.8,18.0,0.0,0.0,0.2,0.0,74.2,39.0,96.2
Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,Oeste,RPGA do Rio Grande,-11.59139,-46.02194,106.41,209.0,316.8,146.0,45.0,0.0,0.2,0.0,7.2,45.4,110.2,82.0
Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3344,-44.6208,15.0,114.75,319.75,97.75,24.75,0.75,7.5,0.0,38.25,53.0,127.75,128.75
Correntina,Correntina (PCH Pres. Goulart-M1) - 45588000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3408,-44.6414,15.0,151.5,306.0,132.25,28.0,0.25,6.5,0.0,26.0,43.75,126.25,128.25
São Desidério,São Desidério (PCH Sítio Grande-J) - 46453500,Oeste,RPGA do Rio Grande,-12.4286,-45.1528,25.5,208.5,325.5,73.5,65.0,0.0,8.25,0.0,14.0,21.25,337.25,36.0
Formosa do Rio Preto,Formosa do Rio Preto (COACERAL) - GR-CL-02,Oeste,RPGA do Rio Grande,-10.561944,-45.693333,39.55,77.5,191.3,121.25,13.5,0.3,0.0,0.0,6.75,86.75,164.5,31.75
Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,Oeste,RPGA do Rio Grande,-12.152394,-45.829745,52.01,126.01,166.8,147.8,26.41,0.0,0.0,0.0,0.0,72.0,84.2,30.2
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,28.95,182.95,196.05,98.25,4.75,0.0,0.0,0.0,0.0,4.2,5.1,157.01
Salvador,Salvador (J. Zoológico) - A401,Recôncavo,RPGA do Recôncavo Norte,-13.005515,-38.50576,58.8,1.21,266.2,217.6,235.81,196.0,295.21,117.2,131.0,85.61,207.8,42.0
Feira de Santana,Feira de Santana - A413,Recôncavo,RPGA do Recôncavo Norte,-12.1962,-38.967384,2.6,34.01,162.2,45.41,66.4,118.4,115.41,61.2,45.0,21.8,46.01,18.0
Salvador,Salvador (Estação Rádio Marinha) - A456,Recôncavo,RPGA do Recôncavo Norte,-12.808222,-38.495944,16.4,5.0,142.4,133.6,136.61,182.0,235.0,84.0,112.4,48.41,172.4,40.0
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,27.6,51.6,243.4,55.2,56.0,91.81,86.0,126.61,67.61,19.0,21.6,32.4
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,62.9,1.5,281.2,228.7,240.6,184.6,292.3,121.2,139.8,90.11,211.0,43.5
Maragogipe,Maragogipe - PG-CL-06,Recôncavo,RPGA do Rio Paraguaçu,-12.85164,-38.94467,67.2,23.0,192.21,183.4,154.4,193.61,252.61,182.61,160.2,70.61,111.2,29.8
Santo Estevão,Santo Estevão - PG-CL-08,Recôncavo,RPGA do Rio Paraguaçu,-12.43521,-39.21209,17.4,0.6,110.61,20.8,70.4,67.2,96.6,76.4,54.2,12.0,36.8,20.6
Feira de Santana,Feira de Santana - PC Rio Branco,Recôncavo,RPGA do Rio Paraguaçu,-12.2331,-39.0461,2.0,29.2,43.6,17.8,17.8,42.61,46.4,36.21,27.2,10.6,18.2,14.4
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,0.0,30.0,177.4,7.0,0.0,2.41,9.4,2.3,4.4,17.1,1.4,0.0
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,0.8,83.0,142.2,15.0,5.6,10.8,9.2,12.8,3.6,44.0,55.2,39.0
Ipiaú,Ipiaú - A445,Sudoeste,RPGA do Rio de Contas,-14.171304,-39.692502,24.8,36.0,38.6,10.8,6.0,97.01,67.2,111.41,64.21,58.21,63.8,74.8
Itapetinga,Itapetinga - A446,Sudoeste,RPGA do Rio Pardo,-15.24462,-40.22955,21.4,15.0,59.41,174.0,23.6,35.81,34.0,50.01,16.6,49.2,74.4,61.21
Anagé,Anagé - CO-CL-01,Sudoeste,RPGA do Rio de Contas,-14.618055,-41.149722,25.0,83.4,106.9,72.5,16.25,8.1,0.25,2.0,0.2,57.75,16.5,40.75
Vitória da Conquista,Vitória da Conquista - Inhobim (ANA),Sudoeste,RPGA do Rio Pardo,-15.340228,-40.933566,3.8,66.61,69.61,35.8,8.0,17.0,17.6,13.2,2.8,180.6,68.61,204.6
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,21.15,21.3,136.6,49.0,43.9,93.15,60.5,78.5,52.5,25.0,30.25,28.0
Vitória da Conquista,Vitória da Conquista - PA-CL-01,Sudoeste,RPGA do Rio Pardo,-14.886111,-40.800833,5.5,104.05,63.65,93.0,7.75,28.4,20.0,23.0,7.75,27.15,21.75,18.75
Itamaraju,Itamaraju - A455,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.17103,-39.58819,35.81,13.21,116.61,123.6,43.61,140.0,75.8,235.4,62.2,54.0,38.6,69.4
Canavieiras,Canavieiras - 83398,Sul,RPGA do Rio Pardo,-15.666667,-38.95,47.0,7.4,69.11,68.0,174.8,151.7,120.3,140.2,164.4,91.4,26.0,105.2
Maraú,Maraú - A438,Sul,RPGA do Recôncavo Sul,-13.90694,-38.97222,119.2,16.6,186.4,129.6,341.4,218.0,163.2,269.8,147.4,98.6,54.0,134.8
Una,Una - A437,Sul,RPGA do Leste,-15.280215,-39.09127,60.61,33.4,61.8,66.0,86.21,176.2,79.4,199.4,175.6,82.01,30.4,104.01
Caravelas,Caravelas (Abrolhos) - A422,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.79052,-39.22789,10.2,39.2,139.8,37.6,119.4,75.8,29.81,44.81,81.4,88.61,49.8,7.61
Jucuruçu,Jucuruçu (PCH Colino I J) - 55357000,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.0822,-40.0772,29.0,34.5,175.5,247.75,82.75,131.75,125.0,195.25,91.5,183.0,56.5,138.75
Eunápolis,Eunápolis - FB-CL-01,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.290555,-39.579722,10.55,3.9,135.8,128.0,14.75,87.55,60.0,136.75,41.25,53.95,34.75,87.5
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,27.0,34.95,95.05,197.95,46.75,102.7,48.75,106.5,70.25,96.55,41.25,49.0
Itapebi,Itapebi (Jusante) - 54945000,Sul,RPGA do Rio Jequitinhonha,-15.949206,-39.5225,17.2,17.0,129.6,46.81,48.61,117.0,98.4,82.61,50.6,62.6,30.8,78.6
Morpará,Morpará - 46360000,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-11.5583,-43.2825,16.0,74.2,54.81,55.01,31.6,0.0,0.0,0.4,0.0,38.01,45.8,41.4
Pilão Arcado,Pilão Arcado - A449,São Francisco,RPGA do Lago de Sobradinho,-10.003519,-42.474785,10.2,121.61,67.2,89.4,34.01,0.0,0.4,0.0,0.0,0.0,14.21,32.4
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,1.3,106.3,178.71,62.7,11.9,0.0,0.0,0.0,8.2,6.3,35.2,81.4
Barra,Barra - A429,São Francisco,RPGA do Rio Grande,-11.084858,-43.138998,9.8,123.0,83.61,115.21,17.6,0.0,0.0,0.0,0.0,34.8,14.0,33.4
Macaúbas,Macaúbas - PM-CL-02,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.07953,-42.6957,28.8,106.8,158.4,65.2,10.4,0.0,0.4,1.4,0.6,29.6,30.2,93.4
Mansidão,Mansidão (Fz.P. Limpo) - 46870000,São Francisco,RPGA do Rio Grande,-11.236845,-43.950633,25.0,131.2,191.6,144.01,36.6,0.0,0.4,0.2,1.6,35.2,78.4,79.2
Santa Maria da Vitória,Santa Maria da Vitória - 45910001,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.4006,-44.1989,0.8,155.8,276.6,20.2,20.4,0.0,0.0,0.8,3.2,47.41,46.0,69.81
Caetité,Caetité - CD-CL-01,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.96659,-42.60482,26.21,142.75,149.95,45.25,2.0,1.7,0.5,2.0,0.75,39.85,52.75,46.6
Barra,Barra - 46998000,São Francisco,RPGA do Rio Grande,-11.0928,-43.1403,4.8,80.8,66.8,57.8,14.0,0.0,0.0,0.0,0.0,32.6,12.0,24.0
Paratinga,Paratinga (Volta da Serra) - CD-CL-02,São Francisco,RPGA do Rio Carnaíba de Dentro,-12.57591,-43.12782,0.8,48.2,190.4,72.4,28.2,0.4,1.4,4.0,3.41,46.2,81.0,45.6
