municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Camacan,Camacan (Centro) - 290560203A,Sul,RPGA do Rio Pardo,-15.416389,-39.493873,73.23,12.13,247.6,290.51,94.94,122.93,93.91,118.97,56.12,129.93,239.6,68.66
Ilhéus,Ilhéus (Conquista) - 291360601A,Sul,RPGA do Leste,-14.797213,-39.04608,98.67,129.4,217.57,216.45,207.47,206.96,189.94,242.7,110.83,164.12,208.01,50.72
Ilhéus,Ilhéus (Malhado) - 291360602A,Sul,RPGA do Leste,-14.789158,-39.048858,84.15,106.78,202.31,194.8,201.51,211.14,174.25,217.84,103.26,152.72,192.31,55.63
Itabuna,Itabuna (São Caetano) - 291480202A,Sul,RPGA do Leste,-14.80638,-39.27803,100.26,71.68,178.91,118.83,86.53,164.93,125.69,116.08,56.28,153.55,271.49,55.5
Itabuna,Itabuna (Nova Ferradas) - 291480203A,Sul,RPGA do Leste,-14.857213,-39.346922,124.43,43.26,201.08,112.65,57.88,174.83,87.15,107.46,54.95,136.77,257.95,52.2
Medeiros Neto,Medeiros Neto (Planalto I) - 292110401A,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.365,-40.223,152.27,50.79,99.84,42.52,58.55,38.5,50.48,43.95,18.61,87.85,173.54,20.49
Nova Viçosa,Nova Viçosa (Centro) - 292300102A,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.893,-39.372,137.68,16.78,215.33,93.03,65.48,20.36,78.13,86.09,34.86,198.67,260.18,55.96
Nova Viçosa,Nova Viçosa (Posto da Mata) - 292300103A,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.896,-39.37,122.29,18.54,221.27,100.42,70.3,19.17,83.3,86.77,32.27,164.81,217.38,38.98
Porto Seguro,Porto Seguro (Areião) - 292530301A,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.441,-39.076,72.23,1.19,236.4,308.49,140.43,154.96,86.45,183.29,30.25,223.0,325.56,29.78
Santa Cruz Cabrália,Santa Cruz Cabrália (BR367km4) - 292770501A,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.321,-39.023,36.19,6.13,147.86,233.26,183.58,152.0,89.26,144.71,25.34,185.86,233.65,35.27
Itapebi,Itapebi (Jusante) - 54945000,Sul,RPGA do Rio Jequitinhonha,-15.949206,-39.5225,109.4,42.2,211.61,241.41,66.0,193.0,102.81,124.6,30.2,113.0,272.6,25.6
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,227.8,77.4,242.6,107.5,66.0,0.0,0.0,0.0,4.7,41.0,192.4,10.5
Guanambí,Guanambí - A426,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.208123,-42.749647,256.6,43.0,88.61,50.6,1.4,0.0,0.0,0.0,0.0,60.41,166.4,24.6
Macaúbas,Macaúbas - PM-CL-02,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.07953,-42.6957,252.0,135.0,265.4,168.2,10.8,0.0,5.6,0.0,0.4,102.6,263.21,35.81
Cotegipe,Cotegipe (Faz. Macambira) - 46675000,São Francisco,RPGA do Rio Grande,-11.6106,-44.1567,268.4,11.8,366.8,61.8,2.8,1.2,0.0,0.2,0.0,90.01,254.61,37.6
Caetité,Caetité - CD-CL-01,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.96659,-42.60482,321.15,93.8,102.6,55.4,11.4,3.75,0.5,0.75,0.0,44.25,224.55,34.81
Bom Jesus da Lapa,Bom Jesus da Lapa - 45480000,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.2572,-43.435,219.61,50.21,175.8,96.6,46.61,0.0,0.0,0.2,2.0,32.8,133.01,18.0
Mansidão,Mansidão (Boqueirão) - 46902000,São Francisco,RPGA do Rio Grande,-11.345255,-43.826056,345.6,119.6,125.8,139.61,2.6,0.0,2.0,0.2,0.0,65.0,276.2,49.2
Paratinga,Paratinga (Volta da Serra) - CD-CL-02,São Francisco,RPGA do Rio Carnaíba de Dentro,-12.57591,-43.12782,116.01,111.21,287.8,101.2,5.4,4.8,0.0,15.2,0.2,43.2,214.4,32.0
Xique-Xique,Xique-Xique - PM-CL-05,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-10.82519,-42.68914,147.4,93.2,321.2,118.6,0.6,0.0,0.0,0.0,0.0,23.2,136.4,0.0
