municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Feira de Santana,Feira de Santana - Fz.C. Mocó - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.267996,-38.967732,51.5,10.0,146.5,62.0,0.0,150.5,187.0,0.0,28.0,36.0,0.0,46.0
Mata de São João,Mata de São João - ETA - Embasa,Recôncavo,RPGA do Recôncavo Norte,-12.394946,-37.934649,17.41,57.2,157.4,205.0,126.4,161.1,476.61,74.61,120.71,28.5,3.2,70.31
Candeias,Candeias - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.663561,-38.533,53.1,29.01,115.31,463.4,129.71,118.0,415.81,115.71,45.6,19.6,10.6,25.0
Dias D´Ávila,Dias D´Ávila - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.620505,-38.315217,130.8,5.8,165.61,610.2,176.71,218.3,506.66,126.6,78.0,84.0,11.5,85.5
São Sebastião do Passé-EMBASA,São Sebastião do Passé-EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.517449,-38.492165,39.41,11.21,109.2,456.9,117.3,172.5,331.0,102.6,79.4,34.7,12.9,21.2
Simões Filho,Simões Filho (Joanes II) - 322,Recôncavo,RPGA do Recôncavo Norte,-12.674147,-38.376254,66.8,51.0,138.3,219.1,177.81,147.6,371.7,121.9,75.31,71.7,6.0,78.2
Camaçari,Camaçari (Santa Helena) - 323,Recôncavo,RPGA do Recôncavo Norte,-12.56202,-38.1606,89.8,23.8,139.0,510.9,182.9,123.9,375.6,89.7,70.0,9.11,0.6,38.8
Pedrão,Pedrão - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.151329,-38.651056,0.0,0.0,0.0,286.0,0.0,182.5,0.0,52.0,52.0,0.0,0.0,0.0
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,78.5,19.2,122.81,448.81,243.8,96.6,492.5,176.3,55.81,56.7,27.2,102.5
Feira de Santana,Feira de Santana - DERBA,Recôncavo,RPGA do Recôncavo Norte,-12.251329,-38.767728,47.7,3.6,79.0,219.0,11.8,75.9,144.4,32.4,37.85,49.0,0.0,180.1
Salvador,Salvador - Itapuã - RN-CL-01,Recôncavo,RPGA do Recôncavo Norte,-12.931388,-38.361111,141.7,26.01,227.8,732.51,264.91,98.31,641.41,226.71,50.0,77.2,30.21,75.6
Amargosa,Amargosa - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.034677,-39.601086,92.8,4.2,61.3,113.01,51.31,23.3,183.9,32.4,43.4,63.4,0.0,110.3
Coração de Maria,Coração de Maria - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.234663,-38.751059,45.6,85.9,108.91,196.81,32.7,228.21,292.8,42.01,46.91,44.4,0.0,73.7
Irará,Irará - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.034659,-38.767726,78.0,20.0,80.5,209.6,43.0,187.0,308.0,76.0,51.0,114.4,4.0,92.5
Santo Amaro,Santo Amaro - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.551335,-38.701059,22.0,0.0,228.6,350.4,102.8,271.9,370.1,107.5,55.1,71.9,0.0,33.4
Conceição de Jacuípe,Conceição de Jacuípe - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.317998,-38.767728,12.0,2.5,126.2,155.0,57.0,207.5,254.1,54.5,73.4,25.0,0.0,0.0
Itaparica,Itaparica - EBDA,Recôncavo,RPGA do Recôncavo Sul,-12.884677,-38.684395,66.3,35.5,114.2,477.91,144.5,127.31,533.0,132.9,75.8,71.8,0.0,68.0
Muritiba,Muritiba - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.618004,-38.984401,42.0,6.5,154.8,344.3,149.5,119.0,314.5,124.5,79.5,0.0,10.0,40.0
Ubaíra,Ubaíra - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.268014,-39.667756,61.0,105.5,109.0,91.0,18.5,9.0,157.5,80.0,72.6,79.5,14.6,149.5
Castro Alves,Castro Alves - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.751338,-39.434413,64.5,55.0,124.5,154.5,41.8,33.0,228.0,30.0,66.0,41.0,0.0,150.0
Cruz das Almas,Cruz das Almas - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.668004,-39.101071,23.8,4.0,200.5,208.5,41.5,109.5,220.5,113.0,64.9,34.51,4.9,110.1
Conceição do Almeida,Conceição do Almeida - EBDA,Recôncavo,RPGA do Recôncavo Sul,-12.768005,-39.16774,57.5,24.0,140.0,242.5,50.5,124.5,360.2,101.5,66.0,28.0,0.0,61.0
Alagoinhas,Alagoinhas - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.134662,-38.434384,0.0,0.0,0.3,233.0,0.0,224.0,0.0,58.5,69.5,0.0,1.0,65.0
Aramari,Aramari - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.08466,-38.501053,54.8,0.6,100.8,160.8,44.5,213.9,207.31,50.01,53.51,99.8,6.0,0.0
Mata de São João,Mata de São João - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.534671,-38.30105,0.0,0.0,0.0,565.0,0.0,232.0,0.0,123.0,103.0,0.0,0.0,136.0
Catu,Catu - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.351333,-38.384384,135.0,6.0,207.4,282.5,80.0,214.2,265.0,20.0,83.0,33.5,5.0,0.0
Salvador,Salvador - CIA,Recôncavo,RPGA do Recôncavo Norte,-12.865789,-38.365219,123.0,29.0,266.0,853.0,260.0,130.0,674.1,290.0,62.0,86.0,33.0,39.5
Feira de Santana,Feira de Santana - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.268274,-38.96801,35.4,0.0,206.7,234.0,39.5,69.8,154.11,10.0,12.5,47.61,0.0,93.0
Salvador,Salvador (Abaeté) - RN-PR-01,Recôncavo,RPGA do Recôncavo Norte,-12.945407,-38.361404,106.01,17.21,169.0,584.51,151.5,53.71,492.6,143.3,44.0,67.1,12.9,92.8
Amélia Rodrigues,Amélia Rodrigues (Rio Seco) - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.400777,-38.758839,88.4,45.4,110.5,340.3,133.4,281.1,428.71,57.1,71.8,10.0,0.0,131.5
Maracás,Maracás - EBDA,Sudoeste,RPGA do Rio de Contas,-13.43468,-40.434443,89.0,25.9,204.11,60.2,0.0,3.0,41.2,28.9,0.0,93.0,55.0,107.5
Anagé,Anagé - EBDA,Sudoeste,RPGA do Rio de Contas,-14.618034,-41.134467,41.0,62.5,154.95,44.0,16.0,0.25,0.25,0.0,0.9,14.25,128.45,130.0
Cândido Sales,Cândido Sales - EBDA,Sudoeste,RPGA do Rio Pardo,-15.501383,-41.234473,20.7,64.11,286.5,28.4,0.0,1.8,0.0,7.8,4.0,54.2,149.5,137.0
Ibicuí,Ibicuí - EBDA,Sudoeste,RPGA do Rio de Contas,-14.83471,-39.984437,0.0,0.0,220.8,93.01,35.1,21.5,68.61,6.1,31.71,79.9,124.2,115.0
Itapetinga,Itapetinga - EBDA,Sudoeste,RPGA do Rio Pardo,-15.251383,-40.251113,13.6,46.4,146.0,37.1,22.0,21.9,43.1,14.5,19.4,25.2,145.4,129.9
Vitória da Conquista,Vitória da Conquista - EBDA,Sudoeste,RPGA do Rio Pardo,-14.851374,-40.834461,0.0,6.75,173.75,73.0,24.5,16.95,38.85,16.5,12.65,40.0,248.5,172.2
Itiruçu,Itiruçu - A407,Sudoeste,RPGA do Recôncavo Sul,-13.52629,-40.12055,56.21,31.41,189.0,112.21,25.6,31.0,113.2,45.0,72.4,57.6,63.6,129.8
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,50.4,8.4,176.0,76.21,16.8,20.6,46.8,21.6,15.0,33.2,143.6,171.8
Condeúba,Condeúba - EBDA,Sudoeste,RPGA do Rio de Contas,-14.884701,-41.984489,18.0,44.6,211.4,85.6,4.0,0.0,0.0,0.0,0.0,24.5,184.3,0.0
Brumado,Brumado - EBDA,Sudoeste,RPGA do Rio de Contas,-14.201356,-41.651143,7.7,96.3,96.3,6.0,0.0,0.0,3.1,0.0,0.0,38.0,115.3,175.2
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,4.1,9.2,135.6,94.61,3.3,5.4,20.2,5.6,3.6,59.5,175.21,148.1
Vitória da Conquista,Vitória da Conquista - 83344,Sudoeste,RPGA do Rio Pardo,-14.883333,-40.8,50.1,7.4,176.0,77.5,17.41,20.31,43.9,20.51,12.5,41.6,237.2,174.1
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,12.0,18.8,106.01,16.2,2.4,1.4,8.4,1.6,0.6,27.2,125.0,151.8
Jequié,Jequié - EBDA,Sudoeste,RPGA do Rio de Contas,-13.851356,-40.084435,75.0,35.0,222.9,86.6,5.3,5.5,61.0,20.4,0.0,89.1,36.0,112.5
Ipiaú,Ipiaú - A445,Sudoeste,RPGA do Rio de Contas,-14.171304,-39.692502,53.2,53.21,211.8,110.0,38.2,28.8,188.2,51.6,59.0,68.2,90.4,222.0
Itapetinga,Itapetinga - A446,Sudoeste,RPGA do Rio Pardo,-15.24462,-40.22955,36.21,33.8,310.41,80.2,16.2,26.2,65.2,28.4,23.4,59.0,123.4,68.4
Itiruçu,Itiruçu - EBDA,Sudoeste,RPGA do Rio de Contas,-13.534683,-40.151101,60.0,29.5,186.5,90.5,27.0,31.0,111.0,49.5,0.0,74.5,101.5,113.0
Ipiaú,Ipiaú - EBDA,Sudoeste,RPGA do Rio de Contas,-14.134698,-39.734428,39.0,32.6,160.5,127.9,21.0,23.21,141.0,46.2,0.0,32.3,41.8,170.6
Jaguaquara,Jaguaquara - EBDA,Sudoeste,RPGA do Recôncavo Sul,-13.534684,-39.984431,89.0,54.0,320.5,114.5,21.0,40.5,133.0,67.5,0.0,70.5,76.5,128.0
Anagé,Anagé - CO-CL-01,Sudoeste,RPGA do Rio de Contas,-14.618055,-41.149722,46.25,44.75,154.5,46.5,16.0,0.0,0.25,0.0,0.0,11.75,131.75,130.75
Brumado,Brumado - CO-CL-02,Sudoeste,RPGA do Rio de Contas,-14.207222,-41.778055,9.75,35.25,144.0,22.5,7.0,4.5,6.5,6.0,0.0,29.5,115.25,82.25
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,62.5,24.75,221.5,139.0,29.2,49.5,170.55,83.0,94.5,82.5,32.85,160.7
Jequié,Jequié - CO-CL-03,Sudoeste,RPGA do Rio de Contas,-13.873055,-40.071944,55.91,51.31,176.6,132.5,5.5,3.0,39.5,13.75,11.75,84.5,71.5,112.75
Vitória da Conquista,Vitória da Conquista - PA-CL-01,Sudoeste,RPGA do Rio Pardo,-14.886111,-40.800833,47.75,6.75,174.75,61.5,15.75,9.5,38.5,11.5,15.75,30.25,248.0,154.25
Canavieiras,Canavieiras - 83398,Sul,RPGA do Rio Pardo,-15.666667,-38.95,39.0,195.71,291.9,182.3,158.6,40.41,241.21,79.9,84.1,62.1,190.5,242.0
Caravelas,Caravelas - 83498,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.739167,-39.258333,19.6,34.6,175.2,257.6,187.3,64.5,79.5,56.2,91.1,80.6,463.1,18.8
Guaratinga,Guaratinga - 83446,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.58,-39.78,53.9,58.61,221.31,113.8,54.11,13.9,62.3,23.1,54.8,64.5,237.7,137.3
Teixeira de Freitas,Teixeira de Freitas - DERBA,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.5681,-39.234434,13.0,17.0,162.9,229.5,76.0,7.0,88.0,18.0,75.0,37.0,215.0,18.0
Porto Seguro,Porto Seguro - A427,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.388977,-39.182389,48.8,67.01,306.0,171.6,75.4,116.41,189.8,73.21,62.61,93.2,210.0,93.2
Belmonte,Belmonte - A447,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.08487,-39.21726,28.0,85.81,141.0,50.01,43.6,46.41,115.41,25.4,47.81,75.21,224.4,76.61
Itamaraju,Itamaraju - EBDA,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.068089,-39.534438,23.5,58.3,243.5,166.9,35.4,35.5,339.41,27.0,52.31,90.7,231.4,74.8
Eunápolis,Eunápolis - FB-CL-01,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.290555,-39.579722,15.5,94.25,352.25,43.25,22.0,31.5,105.75,31.75,51.5,63.25,178.5,91.25
Ilhéus,Ilhéus (CPLAC) - LE-CL-01,Sul,RPGA do Leste,-14.80184,-39.181444,105.5,137.25,129.75,184.75,62.0,22.75,239.5,72.25,76.75,96.25,105.75,100.75
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,10.25,42.5,240.25,247.25,27.0,8.5,68.25,23.5,89.0,89.25,234.3,46.0
Angical,Angical (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.001302,-44.684543,60.7,81.5,84.6,158.5,11.0,0.0,0.0,0.0,0.0,92.0,81.5,144.0
Baianópolis,Baianópolis (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.301308,-44.53454,34.0,108.0,155.0,150.0,40.0,0.0,0.0,0.0,0.0,198.0,196.0,421.0
Cristópolis,Cristópolis (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.217972,-44.434539,59.1,87.2,164.5,125.4,6.1,0.0,0.0,0.0,0.0,111.2,195.1,281.0
Santa Rita de Cássia,Santa Rita de Cássia (SEDE),São Francisco,RPGA do Rio Grande,-11.001281,-44.517867,83.2,39.3,231.1,109.7,0.0,0.0,0.0,0.0,0.0,71.3,188.0,96.7
Wanderley,Wanderley (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.117972,-43.884524,52.91,49.33,130.07,50.0,7.0,0.0,0.0,0.0,0.0,46.4,105.5,192.46
Bom Jesus da Lapa,Bom Jesus da Lapa - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251329,-43.417851,61.7,58.5,213.0,157.0,38.5,0.0,0.0,0.0,17.0,95.2,192.7,41.2
Carinhanha,Carinhanha - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-14.301347,-43.767864,8.8,47.7,207.4,168.5,0.0,0.0,0.0,0.0,0.0,49.3,259.5,35.7
Ibotirama,Ibotirama - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.184644,-43.21784,94.2,103.4,132.7,80.6,0.0,0.0,0.0,0.0,15.0,31.7,0.0,0.0
Paratinga,Paratinga - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-12.684653,-43.184509,40.5,17.6,154.9,71.3,0.0,0.0,0.0,0.0,6.1,20.5,0.0,0.0
Riacho de Santana,Riacho de Santana - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.601338,-42.934507,40.6,31.6,197.4,76.3,16.8,0.0,0.0,0.0,0.0,63.0,0.0,0.0
Serra do Ramalho,Serra do Ramalho - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.618002,-43.567857,52.1,62.61,203.7,63.31,19.1,0.0,0.0,0.0,0.0,33.8,0.0,0.0
Santa Maria da Vitória,Santa Maria da Vitória - CT-PR-07,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.384662,-44.184537,32.5,42.91,183.1,53.8,9.61,0.0,0.0,0.0,0.0,82.3,231.94,102.0
Coribe,Coribe - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.834669,-44.451212,46.0,45.7,289.53,141.61,15.0,0.0,0.0,0.0,0.0,44.8,174.5,72.31
Santana,Santana - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-12.984656,-44.0512,49.5,52.1,110.2,41.2,34.5,0.0,0.0,0.0,0.0,127.0,165.9,75.9
Iuiú,Iuiú - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.40135,-43.551194,91.0,63.8,156.71,96.5,0.0,0.0,0.0,0.0,0.0,44.41,295.0,0.0
Sebastião Laranjeiras,Sebastião Laranjeiras - EBDA,São Francisco,RPGA do Rio Verde Grande,-14.534689,-42.967846,58.0,0.0,80.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,193.0,144.0
Santa Maria da Vitória,Santa Maria da Vitória - ANA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.401329,-44.251206,36.0,108.0,166.0,51.0,7.0,0.0,0.0,0.0,0.0,63.0,270.0,125.0
Barra,Barra - EBDA,São Francisco,RPGA do Rio Grande,-11.084623,-43.151167,39.7,14.21,233.81,161.7,0.0,0.0,0.0,0.0,0.0,64.7,39.6,170.8
Gentio do Ouro,Gentio do Ouro - EBDA,São Francisco,RPGA dos Rios Verde e Jacaré,-11.417965,-42.501152,42.9,85.61,121.4,92.9,0.0,0.0,0.0,0.0,0.0,111.4,58.0,158.11
Bom Jesus da Lapa,Bom Jesus da Lapa - A418,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251094,-43.405365,27.8,45.4,151.4,121.6,30.2,0.0,0.2,0.0,6.8,79.81,2.61,0.0
Xique-Xique,Xique-Xique - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-10.817951,-42.717822,64.1,91.1,54.6,54.5,0.0,0.0,0.0,0.0,0.0,15.0,40.5,0.0
Brotas de Macaúbas,Brotas de Macaúbas - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.001308,-42.617825,94.0,18.2,121.9,151.3,2.0,0.0,0.0,0.0,0.0,120.9,127.6,149.1
Oliveira dos Brejinhos,Oliveira dos Brejinhos - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.301314,-42.8845,33.3,0.0,95.6,70.8,0.0,0.0,0.0,0.0,0.0,52.4,56.1,206.2
Barra,Barra - 83179,São Francisco,RPGA do Rio Grande,-11.083333,-43.166667,41.4,36.91,208.01,126.5,3.0,0.0,1.6,0.0,0.0,66.1,43.4,181.5
Caetité,Caetité - EBDA,São Francisco,RPGA do Rio de Contas,-14.068017,-42.484498,15.5,35.5,330.5,40.0,10.0,5.0,42.5,11.0,0.0,88.0,214.5,162.0
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,26.3,45.4,152.2,121.6,29.8,0.0,0.0,0.0,6.6,85.61,164.91,97.31
Urandi,Urandi - EBDA,São Francisco,RPGA do Rio Verde Grande,-14.768029,-42.651173,33.0,0.0,97.0,35.0,13.0,0.0,0.0,0.0,6.0,10.0,180.0,133.0
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,15.11,17.41,213.41,50.41,16.6,1.5,18.4,6.0,0.0,71.61,146.7,142.01
Paramirim,Paramirim - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.434672,-42.234489,40.0,10.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0
Guanambí,Guanambí - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.218017,-42.76784,40.5,26.5,213.11,20.0,35.1,0.0,0.0,0.0,0.0,8.8,123.1,0.0
Macaúbas,Macaúbas - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.017996,-42.684498,15.5,74.5,162.0,60.5,0.0,0.0,0.0,0.0,0.0,82.0,71.0,0.0
Palmas do Monte Alto,Palmas do Monte Alto - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.268017,-43.167849,54.5,71.5,115.0,27.5,6.0,0.0,0.0,0.0,0.0,23.0,130.0,0.0
Guanambí,Guanambí - A426,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.208123,-42.749647,28.01,41.2,225.61,22.0,29.6,0.4,0.0,0.0,0.0,19.6,146.6,105.01
Barra,Barra - A429,São Francisco,RPGA do Rio Grande,-11.084858,-43.138998,47.6,46.6,246.2,153.4,3.8,0.0,1.6,0.0,0.0,80.2,51.2,220.8
Feira da Mata,Feira da Mata - EBDA,São Francisco,RPGA do Rio Carinhanha,-14.218288,-44.268154,0.0,29.7,189.9,45.3,0.0,0.0,0.0,0.0,0.0,0.0,176.6,192.7
Brejolândia,Brejolândia - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-12.384644,-43.967861,15.0,115.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,46.0,110.0,88.9
Botuporã,Botuporã - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.301335,-42.551164,18.7,58.7,140.0,10.5,0.0,0.0,0.0,0.0,0.0,76.0,247.9,192.6
Caetité,Caetité - CD-CL-01,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.96659,-42.60482,14.25,50.0,209.75,49.5,9.25,0.0,2.5,0.0,0.0,67.25,227.25,121.5
Sítio do Mato,Sítio do Mato - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.167995,-43.501185,49.8,55.0,153.1,30.0,25.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
Matina,Matina - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.918012,-42.834506,35.0,15.0,210.5,55.0,10.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
Igaporã,Igaporã - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.701341,-42.75117,93.5,39.0,262.5,65.5,17.5,0.0,0.0,0.0,10.0,94.5,0.0,2.0
Serra Dourada,Serra Dourada - EBDA - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-12.751317,-43.951194,86.0,57.0,82.3,18.0,0.0,0.0,0.0,0.0,0.0,35.0,87.0,172.0
